snr_db,svd,gmd_thp,gain_gmd_thp_vs_svd,svd_leakage
-10.0000000000,0.4277428716,0.0021510875,-0.4255917842,0.6980240685
-7.5000000000,0.7326147204,0.0030583733,-0.7295563471,0.6039420375
-5.0000000000,1.2461073414,0.0051655652,-1.2409417762,0.5281759515
-2.5000000000,1.9320994045,0.0028393172,-1.9292600873,0.3173343077
0.0000000000,3.0891117322,0.0039987777,-3.0851129545,0.2010755346
2.5000000000,4.5804772990,0.0104174695,-4.5700598295,0.1311985383
5.0000000000,6.3912107483,0.0332317647,-6.3579789836,0.0810646606
7.5000000000,8.4560183753,0.1288696609,-8.3271487144,0.0520463826
10.0000000000,11.0595277490,0.4631484780,-10.5963792710,0.0328099796
12.5000000000,13.7742781836,0.9260307946,-12.8482473890,0.0205713709
15.0000000000,16.7322246530,1.7315839162,-15.0006407369,0.0128816988
17.5000000000,19.4568180356,4.1114838087,-15.3453342269,0.0076035323
20.0000000000,21.8548408584,8.7621536494,-13.0926872090,0.0046656137
22.5000000000,24.1356908115,14.8399507703,-9.2957400412,0.0028288239
25.0000000000,26.5670806583,22.2008654279,-4.3662152304,0.0016011192
27.5000000000,28.6158293093,29.5303500914,0.9145207821,0.0009127869
30.0000000000,30.6413879969,36.4354106250,5.7940226280,0.0005225293
32.5000000000,32.7704386224,41.8942076173,9.1237689948,0.0002986751
35.0000000000,35.0343440200,45.7589184265,10.7245744065,0.0001694592
37.5000000000,37.3121898046,47.4905197703,10.1783299657,0.0000958758
40.0000000000,39.4595771590,47.9435682792,8.4839911202,0.0000542061
42.5000000000,41.3534205213,47.9999863561,6.6465658348,0.0000306541
45.0000000000,42.9156241810,48.0000000000,5.0843758190,0.0000173388
47.5000000000,44.1758482606,48.0000000000,3.8241517394,0.0000098014
50.0000000000,45.1844531349,48.0000000000,2.8155468651,0.0000055336
